Age,Age_Group,Gender,MaritalStatus,Education_Level,Department,JobRole,Job_Satisfaction_Level,Work_Life_Balance_Level,MonthlyIncome,OverTime,OverTime_Flag,YearsAtCompany,Tenure_Group,Attrition,Attrition_Flag,BusinessTravel,DistanceFromHome,Commute_Distance,High_Risk,Long_Without_Promo,Stock_Option_Level,Performance_Rating_Level,EmployeeNumber,EducationField
48,46-55,Female,Divorced,Master,Sales,Sales Executive,High,High,6439,No,0,8,5-10 years,No,0,Travel_Rarely,16,Very Far,0,1,Low,Good,1557,Life Sciences
29,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,High,Medium,2451,No,0,1,0-2 years,No,0,Travel_Rarely,9,Far,1,0,Medium,Good,1558,Life Sciences
33,26-35,Male,Married,Master,Sales,Sales Executive,Low,Low,6392,No,0,2,0-2 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,1560,Life Sciences
30,26-35,Male,Married,Bachelor,Sales,Sales Executive,Low,High,9714,No,0,10,5-10 years,Yes,1,Travel_Rarely,1,Near,1,1,Low,Good,1562,Life Sciences
38,36-45,Male,Married,Master,Human Resources,Human Resources,High,High,6077,No,0,6,5-10 years,No,0,Travel_Frequently,10,Far,0,0,,Good,1563,Human Resources
35,26-35,Male,Single,Bachelor,Research & Development,Laboratory Technician,Low,High,2450,No,0,3,2-5 years,No,0,Travel_Rarely,1,Near,1,0,,Good,1564,Medical
30,26-35,Male,Married,Master,Sales,Sales Executive,Medium,High,9250,No,0,4,2-5 years,No,0,Travel_Rarely,29,Very Far,1,0,Low,Good,1568,Technical Degree
35,26-35,Female,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,High,2074,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,2,Near,1,0,Low,Good,1569,Life Sciences
53,46-55,Female,Married,Doctor,Research & Development,Manufacturing Director,Very High,High,10169,No,0,33,20+ years,Yes,1,Travel_Rarely,2,Near,0,0,Low,Good,1572,Technical Degree
38,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,Medium,High,4855,No,0,5,2-5 years,Yes,1,Travel_Rarely,2,Near,1,0,Medium,Good,1573,Medical
32,26-35,Male,Married,Master,Research & Development,Research Scientist,Low,Medium,4087,No,0,6,5-10 years,No,0,Non-Travel,1,Near,1,0,Low,Good,1574,Technical Degree
48,46-55,Female,Married,Master,Research & Development,Research Scientist,Low,Medium,2367,No,0,8,5-10 years,No,0,Travel_Rarely,15,Very Far,1,1,Low,Good,1576,Other
34,26-35,Male,Single,Master,Research & Development,Research Scientist,Very High,Low,2972,No,0,1,0-2 years,No,0,Travel_Rarely,7,Far,1,0,,Good,1577,Medical
55,46-55,Male,Married,Doctor,Sales,Manager,Very High,High,19586,No,0,36,20+ years,No,0,Travel_Rarely,26,Very Far,0,0,Low,Outstanding,1578,Marketing
34,26-35,Male,Married,Master,Research & Development,Research Scientist,Very High,Medium,5484,No,0,2,0-2 years,No,0,Travel_Rarely,1,Near,1,0,Low,Good,1580,Life Sciences
26,26-35,Female,Married,Bachelor,Research & Development,Research Scientist,Very High,High,2061,No,0,1,0-2 years,No,0,Travel_Rarely,3,Moderate,0,0,,Outstanding,1581,Life Sciences
38,36-45,Male,Married,Bachelor,Sales,Sales Executive,Medium,High,9924,No,0,9,5-10 years,No,0,Travel_Rarely,14,Very Far,1,1,Low,Good,1582,Life Sciences
38,36-45,Female,Single,Bachelor,Sales,Sales Executive,Medium,Very High,4198,No,0,3,2-5 years,No,0,Travel_Rarely,16,Very Far,1,0,,Good,1583,Life Sciences
36,36-45,Female,Single,Master,Sales,Sales Executive,High,High,6815,No,0,1,0-2 years,No,0,Travel_Rarely,1,Near,0,0,,Good,1585,Life Sciences
29,26-35,Male,Single,Below College,Research & Development,Laboratory Technician,Low,High,4723,Yes,1,10,5-10 years,No,0,Travel_Rarely,3,Moderate,1,0,,Good,1586,Medical
35,26-35,Female,Single,Master,Research & Development,Healthcare Representative,High,High,6142,Yes,1,5,2-5 years,No,0,Travel_Rarely,10,Far,0,0,,Good,1587,Medical
39,36-45,Male,Married,Bachelor,Sales,Sales Executive,High,High,8237,No,0,7,5-10 years,No,0,Travel_Rarely,6,Far,0,1,Low,Good,1588,Medical
29,26-35,Male,Divorced,Below College,Research & Development,Healthcare Representative,Very High,Very High,8853,No,0,6,5-10 years,No,0,Travel_Frequently,2,Near,0,0,Low,Good,1590,Life Sciences
50,46-55,Male,Married,Bachelor,Sales,Manager,High,High,19331,Yes,1,1,0-2 years,No,0,Travel_Rarely,9,Far,0,0,Low,Good,1591,Marketing
23,18-25,Male,Married,Bachelor,Research & Development,Research Scientist,High,High,2073,No,0,2,0-2 years,No,0,Travel_Rarely,10,Far,0,0,Low,Good,1592,Technical Degree
36,36-45,Male,Married,Master,Research & Development,Laboratory Technician,Low,High,5562,Yes,1,3,2-5 years,No,0,Travel_Frequently,6,Far,1,0,Low,Good,1594,Life Sciences
42,36-45,Male,Single,College,Research & Development,Manager,Very High,High,19613,No,0,1,0-2 years,No,0,Travel_Rarely,9,Far,0,0,,Outstanding,1595,Other
35,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,High,Medium,3407,No,0,10,5-10 years,No,0,Travel_Rarely,28,Very Far,1,1,Medium,Good,1596,Life Sciences
34,26-35,Male,Married,Master,Research & Development,Healthcare Representative,High,Medium,5063,No,0,8,5-10 years,No,0,Travel_Frequently,10,Far,1,1,Low,Good,1597,Technical Degree
40,36-45,Female,Married,College,Sales,Sales Executive,Low,High,4639,No,0,5,2-5 years,No,0,Travel_Rarely,14,Very Far,1,0,Low,Good,1598,Life Sciences
43,36-45,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Medium,High,4876,No,0,6,5-10 years,No,0,Travel_Rarely,27,Very Far,1,0,Low,Good,1599,Technical Degree
35,26-35,Male,Married,College,Research & Development,Laboratory Technician,Very High,Medium,2690,No,0,1,0-2 years,No,0,Travel_Rarely,7,Far,1,0,Low,Good,1601,Life Sciences
46,46-55,Male,Single,Master,Sales,Manager,Low,Low,17567,No,0,26,20+ years,No,0,Travel_Rarely,1,Near,1,0,,Good,1602,Life Sciences
28,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,Medium,High,2408,Yes,1,1,0-2 years,Yes,1,Travel_Rarely,24,Very Far,1,0,High,Good,1604,Medical
22,18-25,Female,Married,College,Research & Development,Research Scientist,High,Medium,2814,Yes,1,4,2-5 years,No,0,Non-Travel,26,Very Far,1,0,,Good,1605,Other
50,46-55,Male,Married,Doctor,Research & Development,Healthcare Representative,High,High,11245,Yes,1,30,20+ years,No,0,Travel_Frequently,20,Very Far,0,1,Low,Good,1606,Medical
32,26-35,Female,Married,Master,Research & Development,Research Scientist,Very High,High,3312,No,0,3,2-5 years,No,0,Travel_Rarely,5,Moderate,0,0,Medium,Good,1607,Other
44,36-45,Female,Divorced,Bachelor,Research & Development,Research Director,Very High,Medium,19049,Yes,1,22,20+ years,No,0,Travel_Rarely,7,Far,1,0,Low,Good,1608,Medical
30,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,Medium,Medium,2141,No,0,6,5-10 years,No,0,Travel_Rarely,7,Far,1,0,Low,Good,1609,Medical
45,36-45,Female,Single,Doctor,Research & Development,Laboratory Technician,Low,High,5769,Yes,1,10,5-10 years,No,0,Travel_Rarely,5,Moderate,1,0,,Good,1611,Medical
45,36-45,Male,Married,Bachelor,Sales,Sales Executive,Low,High,4385,No,0,10,5-10 years,No,0,Non-Travel,26,Very Far,1,1,Low,Good,1612,Marketing
31,26-35,Male,Single,Master,Sales,Sales Executive,Low,High,5332,No,0,5,2-5 years,No,0,Travel_Frequently,2,Near,1,0,,Good,1613,Other
36,36-45,Female,Married,Master,Research & Development,Manufacturing Director,High,High,4663,Yes,1,3,2-5 years,No,0,Travel_Rarely,12,Very Far,0,0,Medium,Good,1614,Life Sciences
34,26-35,Male,Divorced,Master,Research & Development,Manufacturing Director,Very High,High,4724,No,0,9,5-10 years,No,0,Travel_Frequently,10,Far,0,1,Low,Good,1615,Life Sciences
49,46-55,Female,Married,Master,Research & Development,Laboratory Technician,Low,Medium,3211,No,0,9,5-10 years,No,0,Travel_Rarely,25,Very Far,1,0,Low,Good,1617,Life Sciences
39,36-45,Male,Married,Doctor,Research & Development,Manufacturing Director,Low,High,5377,No,0,7,5-10 years,No,0,Travel_Rarely,10,Far,1,1,High,Good,1618,Medical
27,26-35,Male,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,High,4066,No,0,7,5-10 years,No,0,Travel_Rarely,19,Very Far,1,0,Medium,Good,1619,Other
35,26-35,Male,Married,Doctor,Research & Development,Research Scientist,Low,High,5208,No,0,16,10-20 years,No,0,Travel_Rarely,18,Very Far,1,0,,Good,1621,Life Sciences
28,26-35,Female,Divorced,Bachelor,Research & Development,Manufacturing Director,Low,Medium,4877,No,0,5,2-5 years,No,0,Travel_Rarely,27,Very Far,1,0,Low,Outstanding,1622,Medical
21,18-25,Male,Single,Below College,Research & Development,Research Scientist,Very High,High,3117,No,0,2,0-2 years,No,0,Travel_Rarely,5,Moderate,0,0,,Good,1623,Medical
18,,Female,Single,College,Sales,Sales Representative,Very High,Very High,1569,Yes,1,0,,Yes,1,Travel_Frequently,3,Moderate,0,0,,Good,1624,Medical
47,46-55,Female,Married,Master,Human Resources,Manager,High,High,19658,No,0,5,2-5 years,No,0,Travel_Rarely,26,Very Far,0,0,Low,Good,1625,Life Sciences
39,36-45,Male,Divorced,College,Research & Development,Laboratory Technician,High,High,3069,No,0,10,5-10 years,No,0,Travel_Rarely,3,Moderate,0,0,Low,Good,1627,Medical
40,36-45,Female,Married,Bachelor,Research & Development,Manufacturing Director,High,High,10435,No,0,18,10-20 years,No,0,Travel_Rarely,15,Very Far,0,1,Medium,Good,1628,Life Sciences
35,26-35,Female,Married,Master,Research & Development,Healthcare Representative,High,High,4148,No,0,14,10-20 years,No,0,Non-Travel,8,Far,0,0,Low,Good,1630,Life Sciences
37,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,High,Medium,5768,No,0,4,2-5 years,No,0,Travel_Rarely,19,Very Far,1,0,High,Good,1631,Life Sciences
39,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,High,Low,5042,No,0,9,5-10 years,No,0,Travel_Frequently,4,Moderate,1,1,,Good,1633,Medical
45,36-45,Female,Divorced,College,Research & Development,Manufacturing Director,Very High,High,5770,No,0,10,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Medium,Good,1635,Other
38,36-45,Female,Married,College,Research & Development,Manufacturing Director,High,Very High,7756,Yes,1,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,Low,Good,1638,Medical
35,26-35,Male,Married,Bachelor,Sales,Sales Executive,Low,High,10306,No,0,13,10-20 years,Yes,1,Travel_Rarely,10,Far,1,1,,Good,1639,Medical
37,36-45,Female,Married,Bachelor,Research & Development,Research Scientist,Medium,Low,3936,No,0,8,5-10 years,No,0,Travel_Rarely,10,Far,1,1,Low,Good,1640,Medical
40,36-45,Female,Single,Bachelor,Research & Development,Manufacturing Director,Very High,Medium,7945,Yes,1,4,2-5 years,No,0,Travel_Rarely,16,Very Far,1,1,,Good,1641,Life Sciences
44,36-45,Male,Married,Doctor,Human Resources,Human Resources,Very High,High,5743,Yes,1,10,5-10 years,No,0,Travel_Frequently,1,Near,0,0,,Good,1642,Human Resources
48,46-55,Male,Married,Doctor,Research & Development,Manager,Very High,High,15202,No,0,2,0-2 years,No,0,Travel_Frequently,4,Moderate,0,0,Low,Outstanding,1644,Medical
35,26-35,Male,Divorced,College,Sales,Sales Executive,Very High,Medium,5440,Yes,1,2,0-2 years,Yes,1,Travel_Rarely,15,Very Far,1,0,Medium,Good,1645,Medical
24,18-25,Female,Single,Below College,Research & Development,Research Scientist,Very High,High,3760,Yes,1,6,5-10 years,No,0,Travel_Frequently,2,Near,0,0,,Good,1646,Technical Degree
27,26-35,Female,Married,Bachelor,Research & Development,Research Scientist,High,High,3517,No,0,3,2-5 years,No,0,Travel_Rarely,8,Far,0,0,,Good,1647,Medical
27,26-35,Male,Single,Bachelor,Research & Development,Research Scientist,Very High,Medium,2580,No,0,4,2-5 years,No,0,Travel_Frequently,2,Near,1,0,,Good,1648,Medical
40,36-45,Male,Single,Bachelor,Research & Development,Laboratory Technician,Low,Low,2166,Yes,1,4,2-5 years,Yes,1,Travel_Rarely,7,Far,1,0,,Good,1649,Life Sciences
29,26-35,Male,Single,Bachelor,Sales,Sales Executive,High,High,5869,No,0,5,2-5 years,No,0,Travel_Rarely,10,Far,0,0,,Good,1650,Medical
36,36-45,Female,Married,Master,Research & Development,Healthcare Representative,Low,High,8008,No,0,3,2-5 years,No,0,Travel_Rarely,5,Moderate,1,0,Medium,Good,1651,Life Sciences
25,18-25,Male,Divorced,Below College,Research & Development,Manufacturing Director,High,High,5206,No,0,7,5-10 years,No,0,Travel_Frequently,2,Near,0,0,Medium,Good,1653,Life Sciences
39,36-45,Male,Married,Bachelor,Research & Development,Manufacturing Director,Medium,High,5295,No,0,5,2-5 years,No,0,Travel_Rarely,12,Very Far,1,0,,Outstanding,1654,Medical
49,46-55,Female,Married,Master,Research & Development,Research Director,Medium,High,16413,No,0,4,2-5 years,No,0,Travel_Rarely,22,Very Far,1,0,Medium,Good,1655,Other
50,46-55,Female,Divorced,Doctor,Research & Development,Research Director,Low,High,13269,No,0,14,10-20 years,No,0,Travel_Rarely,17,Very Far,1,0,High,Good,1656,Life Sciences
20,18-25,Female,Single,Bachelor,Sales,Sales Representative,High,High,2783,No,0,2,0-2 years,No,0,Travel_Rarely,2,Near,0,0,,Good,1657,Medical
34,26-35,Female,Divorced,Bachelor,Research & Development,Research Scientist,Medium,High,5433,No,0,11,10-20 years,No,0,Travel_Rarely,3,Moderate,1,1,Low,Good,1658,Life Sciences
36,36-45,Male,Single,Bachelor,Research & Development,Laboratory Technician,Medium,High,2013,No,0,4,2-5 years,No,0,Travel_Rarely,7,Far,1,0,,Good,1659,Life Sciences
49,46-55,Female,Married,Below College,Research & Development,Healthcare Representative,High,High,13966,Yes,1,15,10-20 years,No,0,Travel_Rarely,6,Far,0,0,Low,Good,1661,Life Sciences
36,36-45,Female,Married,Master,Research & Development,Manufacturing Director,High,High,4374,No,0,3,2-5 years,No,0,Non-Travel,1,Near,0,0,,Good,1662,Medical
36,36-45,Male,Divorced,College,Research & Development,Healthcare Representative,Low,High,6842,No,0,5,2-5 years,No,0,Travel_Rarely,3,Moderate,1,0,Low,Outstanding,1664,Life Sciences
54,46-55,Female,Married,Doctor,Research & Development,Manager,High,High,17426,No,0,10,5-10 years,No,0,Travel_Rarely,22,Very Far,0,1,Low,Outstanding,1665,Medical
43,36-45,Male,Married,College,Research & Development,Research Director,High,High,17603,No,0,14,10-20 years,No,0,Travel_Rarely,15,Very Far,0,1,Low,Outstanding,1666,Life Sciences
35,26-35,Male,Single,Master,Sales,Sales Executive,Very High,Very High,4581,Yes,1,11,10-20 years,Yes,1,Travel_Frequently,12,Very Far,0,1,,Outstanding,1667,Other
38,36-45,Male,Married,Bachelor,Research & Development,Research Scientist,Very High,Very High,4735,No,0,13,10-20 years,No,0,Travel_Frequently,1,Near,0,0,Medium,Good,1668,Life Sciences
29,26-35,Male,Divorced,Bachelor,Sales,Sales Executive,Medium,Medium,4187,Yes,1,10,5-10 years,No,0,Travel_Rarely,5,Moderate,1,0,Low,Good,1669,Medical
33,26-35,Male,Divorced,Master,Sales,Sales Executive,Very High,High,5505,No,0,6,5-10 years,No,0,Travel_Rarely,2,Near,0,0,Medium,Good,1670,Medical
32,26-35,Male,Divorced,Bachelor,Research & Development,Research Scientist,Medium,Medium,5470,No,0,9,5-10 years,No,0,Travel_Rarely,2,Near,1,0,Medium,Good,1671,Medical
31,26-35,Female,Married,Master,Sales,Sales Executive,Very High,High,5476,No,0,10,5-10 years,No,0,Travel_Rarely,5,Moderate,0,0,Medium,Good,1673,Life Sciences
49,46-55,Female,Divorced,Bachelor,Research & Development,Laboratory Technician,Low,Medium,2587,Yes,1,2,0-2 years,No,0,Travel_Rarely,16,Very Far,1,0,Low,Good,1674,Medical
38,36-45,Female,Single,Bachelor,Research & Development,Laboratory Technician,Medium,High,2440,No,0,4,2-5 years,No,0,Travel_Frequently,2,Near,1,1,,Outstanding,1675,Medical
47,46-55,Female,Divorced,Master,Sales,Manager,Medium,High,15972,No,0,3,2-5 years,No,0,Travel_Rarely,2,Near,1,0,High,Good,1676,Life Sciences
49,46-55,Male,Single,Bachelor,Research & Development,Manager,High,High,15379,No,0,8,5-10 years,No,0,Travel_Rarely,1,Near,0,0,,Good,1677,Life Sciences
41,36-45,Male,Single,College,Sales,Sales Executive,High,High,7082,Yes,1,2,0-2 years,No,0,Travel_Rarely,23,Very Far,0,0,,Good,1678,Life Sciences
20,18-25,Male,Single,Below College,Sales,Sales Representative,Low,High,2728,No,0,2,0-2 years,No,0,Travel_Rarely,9,Far,1,0,,Good,1680,Life Sciences
33,26-35,Female,Divorced,Bachelor,Sales,Sales Executive,Very High,High,5368,Yes,1,6,5-10 years,No,0,Non-Travel,16,Very Far,0,0,Low,Outstanding,1681,Life Sciences
36,36-45,Male,Married,Master,Research & Development,Healthcare Representative,High,Medium,5347,No,0,3,2-5 years,No,0,Travel_Rarely,26,Very Far,1,0,Medium,Good,1682,Life Sciences
44,36-45,Female,Divorced,Bachelor,Human Resources,Human Resources,Very High,High,3195,Yes,1,2,0-2 years,No,0,Travel_Rarely,1,Near,0,0,High,Good,1683,Life Sciences
23,18-25,Male,Single,Below College,Research & Development,Laboratory Technician,High,High,3989,Yes,1,5,2-5 years,Yes,1,Travel_Rarely,8,Far,0,0,,Good,1684,Medical
38,36-45,Female,Married,College,Research & Development,Laboratory Technician,High,Medium,3306,No,0,0,,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,1687,Medical
53,46-55,Male,Married,Master,Research & Development,Healthcare Representative,Very High,High,7005,No,0,4,2-5 years,No,0,Travel_Rarely,24,Very Far,0,0,,Good,1689,Medical
48,46-55,Female,Married,College,Sales,Sales Representative,High,High,2655,Yes,1,9,5-10 years,Yes,1,Travel_Frequently,7,Far,0,1,Medium,Good,1691,Medical
32,26-35,Male,Single,Master,Research & Development,Laboratory Technician,Medium,High,1393,No,0,1,0-2 years,Yes,1,Travel_Rarely,2,Near,1,0,,Good,1692,Life Sciences
26,26-35,Male,Single,Bachelor,Research & Development,Laboratory Technician,Very High,High,2570,No,0,7,5-10 years,No,0,Non-Travel,7,Far,0,1,,Outstanding,1693,Medical
55,46-55,Male,Divorced,Bachelor,Research & Development,Research Scientist,Medium,High,3537,No,0,4,2-5 years,No,0,Travel_Rarely,22,Very Far,1,0,Low,Good,1694,Technical Degree
34,26-35,Male,Married,College,Research & Development,Laboratory Technician,Very High,Very High,3986,No,0,15,10-20 years,No,0,Travel_Rarely,5,Moderate,0,1,Low,Good,1696,Medical
60,56-65,Male,Divorced,Master,Research & Development,Healthcare Representative,Very High,Very High,10883,No,0,1,0-2 years,No,0,Travel_Rarely,1,Near,0,0,Low,Outstanding,1697,Medical
33,26-35,Male,Married,Bachelor,Research & Development,Laboratory Technician,Medium,High,2028,No,0,14,10-20 years,No,0,Travel_Rarely,21,Very Far,1,0,High,Good,1698,Medical
37,36-45,Male,Divorced,Master,Sales,Sales Executive,Very High,Medium,9525,No,0,6,5-10 years,No,0,Travel_Frequently,1,Near,1,0,Medium,Good,1700,Medical
34,26-35,Female,Married,Bachelor,Research & Development,Research Scientist,Very High,High,2929,No,0,10,5-10 years,No,0,Travel_Rarely,19,Very Far,0,1,,Good,1701,Life Sciences
23,18-25,Male,Divorced,Bachelor,Sales,Sales Representative,Very High,High,2275,Yes,1,3,2-5 years,Yes,1,Travel_Rarely,7,Far,0,0,Low,Outstanding,1702,Life Sciences
44,36-45,Female,Married,Bachelor,Research & Development,Healthcare Representative,Very High,High,7879,Yes,1,8,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,1703,Life Sciences
35,26-35,Male,Single,Master,Research & Development,Research Scientist,Very High,Very High,4930,Yes,1,5,2-5 years,No,0,Travel_Frequently,2,Near,0,0,,Good,1704,Medical
43,36-45,Male,Married,Bachelor,Sales,Sales Executive,Very High,High,7847,Yes,1,10,5-10 years,No,0,Travel_Rarely,2,Near,0,1,Low,Good,1706,Medical
24,18-25,Male,Married,Bachelor,Research & Development,Research Scientist,High,High,4401,No,0,5,2-5 years,No,0,Travel_Rarely,9,Far,0,0,Low,Good,1707,Medical
41,36-45,Male,Single,Bachelor,Sales,Sales Executive,High,High,9241,No,0,10,5-10 years,No,0,Travel_Rarely,6,Far,0,1,,Good,1708,Marketing
29,26-35,Female,Married,Master,Research & Development,Laboratory Technician,High,High,2974,No,0,5,2-5 years,No,0,Travel_Rarely,9,Far,0,0,Low,Good,1709,Medical
36,36-45,Female,Single,Master,Sales,Sales Representative,Very High,Medium,4502,No,0,13,10-20 years,No,0,Travel_Rarely,2,Near,1,1,,Good,1710,Life Sciences
45,36-45,Male,Married,Below College,Research & Development,Healthcare Representative,High,Medium,10748,No,0,23,20+ years,No,0,Non-Travel,1,Near,1,1,Low,Outstanding,1712,Life Sciences
24,18-25,Male,Married,Below College,Human Resources,Human Resources,High,High,1555,No,0,1,0-2 years,Yes,1,Travel_Rarely,22,Very Far,0,0,Low,Good,1714,Human Resources
47,46-55,Male,Married,Bachelor,Sales,Sales Executive,High,Low,12936,No,0,23,20+ years,Yes,1,Travel_Frequently,9,Far,1,1,,Good,1716,Life Sciences
26,26-35,Male,Married,Master,Research & Development,Laboratory Technician,High,Very High,2305,No,0,3,2-5 years,No,0,Travel_Rarely,17,Very Far,0,0,High,Good,1718,Medical
45,36-45,Female,Single,College,Research & Development,Research Director,Medium,High,16704,No,0,21,20+ years,No,0,Travel_Rarely,28,Very Far,1,1,,Good,1719,Technical Degree
32,26-35,Male,Married,Bachelor,Research & Development,Research Scientist,High,Medium,3433,No,0,5,2-5 years,No,0,Travel_Frequently,10,Far,1,0,Low,Good,1720,Life Sciences
31,26-35,Male,Married,Master,Research & Development,Laboratory Technician,High,Very High,3477,No,0,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,Low,Good,1721,Life Sciences
41,36-45,Male,Married,Bachelor,Human Resources,Human Resources,Medium,High,6430,No,0,3,2-5 years,No,0,Non-Travel,4,Moderate,1,0,Low,Good,1722,Human Resources
40,36-45,Female,Married,College,Research & Development,Manufacturing Director,Low,High,6516,Yes,1,1,0-2 years,No,0,Travel_Rarely,8,Far,1,0,Low,Good,1724,Life Sciences
24,18-25,Male,Divorced,Below College,Research & Development,Laboratory Technician,Low,Very High,3907,No,0,6,5-10 years,No,0,Travel_Rarely,29,Very Far,1,0,High,Good,1725,Medical
46,46-55,Male,Single,Master,Research & Development,Healthcare Representative,Medium,High,5562,No,0,10,5-10 years,No,0,Travel_Rarely,13,Very Far,1,0,,Good,1727,Life Sciences
35,26-35,Male,Married,Master,Research & Development,Manufacturing Director,High,High,6883,No,0,7,5-10 years,No,0,Travel_Rarely,27,Very Far,0,0,Low,Good,1728,Life Sciences
30,26-35,Male,Married,Below College,Research & Development,Research Scientist,Very High,Medium,2862,No,0,10,5-10 years,No,0,Travel_Rarely,16,Very Far,1,0,Low,Good,1729,Life Sciences
47,46-55,Male,Married,Master,Sales,Sales Executive,Medium,Low,4978,No,0,1,0-2 years,No,0,Non-Travel,2,Near,1,0,Low,Good,1731,Marketing
46,46-55,Male,Divorced,Bachelor,Sales,Sales Executive,Very High,Medium,10368,Yes,1,10,5-10 years,No,0,Travel_Rarely,2,Near,1,0,Low,Good,1732,Life Sciences
36,36-45,Male,Divorced,Doctor,Sales,Sales Executive,Low,High,6134,Yes,1,2,0-2 years,Yes,1,Travel_Rarely,13,Very Far,1,0,High,Good,1733,Marketing
32,26-35,Male,Single,College,Sales,Sales Executive,Medium,High,6735,No,0,0,,Yes,1,Travel_Rarely,1,Near,1,0,,Good,1734,Life Sciences
23,18-25,Female,Single,Below College,Research & Development,Laboratory Technician,Medium,Low,3295,No,0,3,2-5 years,No,0,Travel_Rarely,4,Moderate,1,0,,Good,1735,Medical
31,26-35,Female,Single,Below College,Research & Development,Manufacturing Director,Very High,Medium,5238,No,0,5,2-5 years,No,0,Travel_Frequently,24,Very Far,1,0,,Outstanding,1736,Technical Degree
39,36-45,Male,Married,Bachelor,Research & Development,Laboratory Technician,Very High,High,6472,Yes,1,9,5-10 years,No,0,Non-Travel,1,Near,0,1,Low,Good,1737,Life Sciences
32,26-35,Male,Married,Bachelor,Sales,Sales Executive,High,Low,9610,No,0,4,2-5 years,No,0,Travel_Rarely,19,Very Far,1,0,Low,Good,1739,Life Sciences
40,36-45,Male,Single,Master,Sales,Manager,Medium,Medium,19833,No,0,21,20+ years,No,0,Travel_Rarely,7,Far,1,1,,Good,1740,Medical
45,36-45,Female,Married,Bachelor,Human Resources,Human Resources,High,Very High,9756,No,0,5,2-5 years,No,0,Travel_Rarely,4,Moderate,0,0,Medium,Outstanding,1744,Life Sciences
30,26-35,Female,Single,Master,Research & Development,Research Scientist,Low,High,4968,No,0,9,5-10 years,No,0,Travel_Frequently,2,Near,1,0,,Good,1745,Technical Degree
24,18-25,Male,Married,Bachelor,Human Resources,Human Resources,Very High,High,2145,No,0,2,0-2 years,No,0,Travel_Frequently,10,Far,0,0,Low,Good,1746,Medical
30,26-35,Female,Divorced,Bachelor,Human Resources,Human Resources,Very High,Medium,2180,No,0,4,2-5 years,Yes,1,Travel_Frequently,8,Far,1,0,Low,Good,1747,Human Resources
31,26-35,Male,Married,Bachelor,Sales,Sales Executive,High,High,8346,No,0,5,2-5 years,No,0,Travel_Rarely,5,Moderate,0,0,Low,Good,1749,Technical Degree
27,26-35,Female,Single,Bachelor,Research & Development,Research Scientist,Very High,Medium,3445,No,0,6,5-10 years,No,0,Travel_Rarely,8,Far,1,0,,Good,1751,Medical
29,26-35,Female,Single,Bachelor,Sales,Sales Representative,Medium,High,2760,No,0,2,0-2 years,Yes,1,Travel_Rarely,9,Far,1,0,,Good,1752,Marketing
29,26-35,Male,Single,Bachelor,Research & Development,Healthcare Representative,High,Very High,6294,Yes,1,3,2-5 years,No,0,Travel_Frequently,1,Near,0,0,,Good,1753,Life Sciences
30,26-35,Male,Divorced,College,Sales,Sales Executive,Low,High,7140,No,0,7,5-10 years,No,0,Travel_Rarely,15,Very Far,1,0,Low,Good,1754,Marketing
34,26-35,Male,Married,Master,Research & Development,Research Scientist,Very High,High,2932,Yes,1,5,2-5 years,No,0,Travel_Rarely,2,Near,0,0,High,Good,1755,Medical
33,26-35,Female,Single,Bachelor,Sales,Sales Executive,Medium,Medium,5147,No,0,11,10-20 years,No,0,Non-Travel,2,Near,1,0,,Good,1756,Marketing
49,46-55,Female,Single,Master,Sales,Sales Executive,Very High,Very High,4507,No,0,5,2-5 years,No,0,Travel_Rarely,11,Very Far,0,0,,Good,1757,Marketing
33,26-35,Female,Single,Bachelor,Sales,Sales Executive,Low,Medium,8564,Yes,1,0,,Yes,1,Travel_Rarely,16,Very Far,1,0,,Outstanding,1758,Life Sciences
38,36-45,Female,Married,College,Research & Development,Laboratory Technician,Medium,Medium,2468,No,0,6,5-10 years,No,0,Travel_Frequently,2,Near,1,0,Low,Good,1760,Medical
31,26-35,Male,Married,Master,Sales,Sales Executive,High,High,8161,No,0,1,0-2 years,Yes,1,Travel_Rarely,16,Very Far,0,0,High,Good,1761,Marketing
29,26-35,Female,Divorced,Bachelor,Research & Development,Research Scientist,Low,High,2109,No,0,1,0-2 years,No,0,Travel_Rarely,4,Moderate,1,0,Low,Good,1762,Technical Degree
